id,imdb_id,popularity,budget,revenue,original_title,cast,director,runtime,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj
25624,tt0120036,0.212272,30000000,13130349,Rosewood,Ving Rhames|Jon Voight|Don Cheadle|Michael Rooker|Bruce McGill,John Singleton,140,Drama,14,6,1997,40753809.63,17837058.12
330,tt0119567,0.21055,73000000,229074524,The Lost World: Jurassic Park,Jeff Goldblum|Julianne Moore|Pete Postlethwaite|Richard Attenborough|Vince Vaughn,Steven Spielberg,129,Adventure,1655,6.1,1997,99167603.44,311188651.4
10871,tt0119210,0.206863,37000000,6482195,Switchback,Dennis Quaid|Danny Glover|R. Lee Ermey|Claudia Stedelin|Brent Hinkley,Jeb Stuart,118,Action,20,5.7,1997,50263031.88,8805804.701
39385,tt0120471,0.158203,4000000,29456000,La v?rit? si je mens !,Richard Anconina|Vincent Elbaz|Richard Bohringer|Jos? Garcia|Amira Casar,Thomas Gilou,100,Comedy,59,6.4,1997,5433841.284,40014807.22
13852,tt0118826,0.065672,786675,861789,The Castle,Michael Caton|Anne Tenney|Stephen Curry|Anthony Simcoe|Sophie Lee,Rob Sitch,85,Drama,32,7,1997,1068666.773,1170706.162
109445,tt2294629,6.112766,150000000,1274219009,Frozen,Kristen Bell|Idina Menzel|Jonathan Groff|Josh Gad|Santino Fontana,Chris Buck|Jennifer Lee,102,Animation,3369,7.5,2013,140405002.9,1192711491
49047,tt1454468,5.242753,105000000,716392705,Gravity,Sandra Bullock|George Clooney|Ed Harris|Orto Ignatiussen|Phaldut Sharma,Alfonso Cuar?n,91,Science Fiction,3775,7.4,2013,98283502.04,670567465.5
76338,tt1981115,5.1119,170000000,479765000,Thor: The Dark World,Chris Hemsworth|Natalie Portman|Tom Hiddleston|Anthony Hopkins|Christopher Eccleston,Alan Taylor,112,Action,3025,6.8,2013,159125670,449076041.5
68721,tt1300854,4.946136,200000000,1215439994,Iron Man 3,Robert Downey Jr.|Gwyneth Paltrow|Guy Pearce|Don Cheadle|Ben Kingsley,Shane Black,130,Action,6882,6.9,2013,187206670.5,1137692373
75656,tt1670345,4.942928,75000000,117698894,Now You See Me,Jesse Eisenberg|Mark Ruffalo|Woody Harrelson|M?lanie Laurent|Isla Fisher,Louis Leterrier,115,Thriller,3453,7.3,2013,70202501.46,110170090.4
101299,tt1951264,4.921275,130000000,847423452,The Hunger Games: Catching Fire,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Elizabeth Banks,Francis Lawrence,146,Science Fiction,4269,7.4,2013,121684335.9,793216615
106646,tt0993846,4.877927,100000000,392000694,The Wolf of Wall Street,Leonardo DiCaprio|Jonah Hill|Margot Robbie|Kyle Chandler|Rob Reiner,Martin Scorsese,180,Crime,4027,7.9,2013,93603335.27,366925723.9
68726,tt1663662,4.705208,180000000,407602906,Pacific Rim,Idris Elba|Charlie Hunnam|Charlie Day|Ron Perlman|Burn Gorman,Guillermo del Toro,131,Action,3590,6.7,2013,168486003.5,381529914.7
75612,tt1483013,4.405923,120000000,286168572,Oblivion,Tom Cruise|Morgan Freeman|Olga Kurylenko|Andrea Riseborough|Nikolaj Coster-Waldau,Joseph Kosinski,126,Action,3729,6.3,2013,112324002.3,267863327.9
57158,tt1170358,4.310786,250000000,958400000,The Hobbit: The Desolation of Smaug,Martin Freeman|Ian McKellen|Richard Armitage|Ken Stott|Graham McTavish,Peter Jackson,161,Adventure,2952,7.6,2013,234008338.2,897094365.3
49521,tt0770828,3.97246,225000000,662845518,Man of Steel,Henry Cavill|Amy Adams|Michael Shannon|Diane Lane|Russell Crowe,Zack Snyder,143,Action,4729,6.5,2013,210607504.4,620445512.6
152601,tt1798709,3.951582,23000000,47351251,Her,Joaquin Phoenix|Scarlett Johansson|Rooney Mara|Amy Adams|Olivia Wilde,Spike Jonze,126,Romance,2422,7.8,2013,21528767.11,44322350.23
93456,tt1690953,3.928789,76000000,970761885,Despicable Me 2,Steve Carell|Kristen Wiig|Benjamin Bratt|Miranda Cosgrove|Russell Brand,Pierre Coffin|Chris Renaud,98,Animation,3436,7,2013,71138534.81,908665501.9
54138,tt1408101,3.877342,190000000,467365246,Star Trek Into Darkness,Chris Pine|Zachary Quinto|Zoe Saldana|Karl Urban|Simon Pegg,J.J. Abrams,132,Action,3363,7.4,2013,177846337,437469458.2
76203,tt2024544,3.625529,20000000,187000000,12 Years a Slave,Chiwetel Ejiofor|Michael Fassbender|Lupita Nyong'o|Benedict Cumberbatch|Paul Dano,Steve McQueen,134,Drama,2241,7.9,2013,18720667.05,175038237
87421,tt1411250,3.518275,38000000,98337295,Riddick,Vin Diesel|Karl Urban|Katee Sackhoff|Jordi Moll?|Bokeem Woodbine,David Twohy,119,Science Fiction,1530,6.2,2013,35569267.4,92046987.94
138843,tt1457767,3.472358,13000000,318000141,The Conjuring,Patrick Wilson|Vera Farmiga|Ron Livingston|Lili Taylor|Joey King,James Wan,112,Horror,1910,7.4,2013,12168433.59,297658738.2
64682,tt1343092,3.200427,105000000,351040419,The Great Gatsby,Leonardo DiCaprio|Tobey Maguire|Carey Mulligan|Joel Edgerton|Elizabeth Debicki,Baz Luhrmann,143,Drama,2403,7.2,2013,98283502.04,328585540.3
68724,tt1535108,2.951594,115000000,286140700,Elysium,Matt Damon|Jodie Foster|Sharlto Copley|Alice Braga|Diego Luna,Neill Blomkamp,109,Science Fiction,2366,6.5,2013,107643835.6,267837238.8
47964,tt1606378,2.815499,92000000,304654182,A Good Day to Die Hard,Bruce Willis|Jai Courtney|Sebastian Koch|Mary Elizabeth Winstead|Yuliya Snigir,John Moore,98,Action,3003,5.2,2013,86115068.45,285166475.4
158015,tt2184339,2.811403,3000000,89328627,The Purge,Lena Headey|Ethan Hawke|Max Burkholder|Adelaide Kane|Rhys Wakefield,James DeMonaco,86,Science Fiction,1522,5.8,2013,2808100.058,83614574.23
62211,tt1453405,2.643496,200000000,743559607,Monsters University,Billy Crystal|John Goodman|Steve Buscemi|Helen Mirren|Joel Murray,Dan Scanlon,104,Animation,2251,7,2013,187206670.5,695996591.9
72190,tt0816711,2.604638,200000000,531865000,World War Z,Brad Pitt|Mireille Enos|Abigail Hargrove|Sterling Jerins|James Badge Dale,Marc Forster,116,Action,3822,6.7,2013,187206670.5,497843379.2
116745,tt0359950,2.497001,90000000,188133322,The Secret Life of Walter Mitty,Ben Stiller|Kristen Wiig|Patton Oswalt|Shirley MacLaine|Adam Scott,Ben Stiller,114,Adventure,2221,7,2013,84243001.75,176099064.2
80274,tt1731141,2.476989,110000000,125537191,Ender's Game,Asa Butterfield|Harrison Ford|Hailee Steinfeld|Abigail Breslin|Ben Kingsley,Gavin Hood,114,Science Fiction,1608,6.6,2013,102963668.8,117506997.8
138832,tt1723121,2.443357,37000000,269994119,We're the Millers,Jason Sudeikis|Jennifer Aniston|Will Poulter|Emma Roberts|Ed Helms,Rawson Marshall Thurber,110,Comedy,1960,6.9,2013,34633234.05,252723500.4
136400,tt1272878,2.196946,61000000,131940411,2 Guns,Denzel Washington|Mark Wahlberg|Paula Patton|Bill Paxton|Fred Ward,Baltasar Korm?kur,109,Action,1185,6.6,2013,57098034.52,123500625.3
96721,tt1979320,2.119986,38000000,90247624,Rush,Daniel Br?hl|Chris Hemsworth|Olivia Wilde|Alexandra Maria Lara|Natalie Dormer,Ron Howard,123,Drama,1472,7.7,2013,35569267.4,84474786.07
72559,tt1583421,2.109247,130000000,371876278,G.I. Joe: Retaliation,Dwayne Johnson|D.J. Cotrona|Adrianne Palicki|Bruce Willis|Ray Park,Jon M. Chu,110,Adventure,2615,5.4,2013,121684335.9,348088599.3
86829,tt2042568,2.070019,11000000,32935319,Inside Llewyn Davis,Oscar Isaac|Carey Mulligan|Justin Timberlake|Jerry Grayson|Robin Bartlett,Joel Coen|Ethan Coen,105,Drama,550,7.1,2013,10296366.88,30828557.07
117263,tt2302755,2.063266,70000000,161025640,Olympus Has Fallen,Gerard Butler|Aaron Eckhart|Angela Bassett|Morgan Freeman|Radha Mitchell,Antoine Fuqua,120,Action,2403,6.2,2013,65522334.69,150725369.7
76285,tt1854564,2.032753,90000000,174578751,Percy Jackson: Sea of Monsters,Logan Lerman|Alexandra Daddario|Douglas Smith|Leven Rambin|Brandon T. Jackson,Thor Freudenthal,106,Adventure,1039,5.9,2013,84243001.75,163411533.6
146233,tt1392214,2.032167,46000000,122126687,Prisoners,Hugh Jackman|Jake Gyllenhaal|Paul Dano|Maria Bello|Melissa Leo,Denis Villeneuve,153,Drama,1826,7.8,2013,43057534.23,114314652.3
168672,tt1800241,2.024873,40000000,251171807,American Hustle,Christian Bale|Bradley Cooper|Amy Adams|Jeremy Renner|Jennifer Lawrence,David O. Russell,138,Drama,1861,6.8,2013,37441334.11,235105188.6
82654,tt1588173,1.999054,35000000,116980662,Warm Bodies,Nicholas Hoult|Teresa Palmer|Analeigh Tipton|Rob Corddry|Dave Franco,Jonathan Levine,97,Horror,1964,6.4,2013,32761167.35,109497801.3
60304,tt1428538,1.92107,50000000,224803475,Hansel & Gretel: Witch Hunters,Jeremy Renner|Gemma Arterton|Famke Janssen|Pihla Viitala|Derek Mears,Tommy Wirkola,88,Fantasy,2564,5.7,2013,46801667.64,210423550.4
64686,tt1335975,1.91745,175000000,150962475,47 Ronin,Keanu Reeves|Hiroyuki Sanada|Kou Shibasaki|Tadanobu Asano|Min Tanaka,Carl Rinsch,118,Action,940,5.8,2013,163805836.7,141305911.6
123553,tt1538403,1.875017,60000000,90565421,The Mortal Instruments: City of Bones,Lily Collins|Jamie Campbell Bower|Kevin Zegers|Jemima West|Robert Sheehan,Harald Zwart,130,Action,1020,6.2,2013,56162001.16,84772254.66
116711,tt0848537,1.874575,100000000,268426634,Epic,Josh Hutcherson|Amanda Seyfried|Colin Farrell|Jason Sudeikis|Aziz Ansari,Chris Wedge,102,Animation,857,6.4,2013,93603335.27,251256282.2
193756,tt1091191,1.821423,40000000,149295601,Lone Survivor,Mark Wahlberg|Taylor Kitsch|Emile Hirsch|Ben Foster|Yousuf Azami,Peter Berg,121,Action,1101,7.4,2013,37441334.11,139745662
152532,tt0790636,1.765514,5000000,55198285,Dallas Buyers Club,Matthew McConaughey|Jennifer Garner|Jared Leto|Denis O'Hare|Steve Zahn,Jean-Marc Vall?e,117,Drama,1831,7.8,2013,4680166.764,51667435.77
49524,tt0790736,1.689869,130000000,61648500,R.I.P.D.,Jeff Bridges|Ryan Reynolds|Kevin Bacon|Stephanie Szostak|Mary-Louise Parker,Robert Schwentke,96,Fantasy,876,5.3,2013,121684335.9,57705052.15
151960,tt1691917,1.653164,50000000,219788712,Planes,Dane Cook|Carlos Alazraqui|Val Kilmer|Julia Louis-Dreyfus|Brad Garrett,Klay Hall,91,Animation,427,5.7,2013,46801667.64,205729565
122081,tt2101441,1.626627,5000000,31724284,Spring Breakers,James Franco|Selena Gomez|Vanessa Hudgens|Ashley Benson|Rachel Korine,Harmony Korine,94,Drama,996,5,2013,4680166.764,29694987.92
158011,tt1911644,1.559076,13000000,68572378,The Call,Halle Berry|Abigail Breslin|Morris Chestnut|Michael Imperioli|Ella Rae Peck,Brad Anderson,94,Thriller,960,6.6,2013,12168433.59,64186032.88
109428,tt1288558,1.526466,17000000,97542952,Evil Dead,Jane Levy|Jessica Lucas|Shiloh Fernandez|Lou Taylor Pucci|Elizabeth Blackmore,Fede Alvarez,91,Horror,1254,6.3,2013,15912567,91303456.4
137093,tt1204975,1.496605,28000000,134402450,Last Vegas,Robert De Niro|Morgan Freeman|Michael Douglas|Kevin Kline|Mary Steenburgen,Jon Turteltaub,105,Comedy,563,6.4,2013,26208933.88,125805175.9
112205,tt2404311,1.483329,30000000,36894225,The Family,Robert De Niro|Michelle Pfeiffer|Dianna Agron|John D'Leo|Tommy Lee Jones,Luc Besson,111,Crime,710,6.1,2013,28081000.58,34534225.12
97367,tt1817273,1.454579,15000000,35485608,The Place Beyond the Pines,Ryan Gosling|Bradley Cooper|Eva Mendes|Dane DeHaan|Emory Cohen,Derek Cianfrance,140,Drama,1116,6.7,2013,14040500.29,33215712.63
109418,tt2191701,1.447973,80000000,246984278,Grown Ups 2,Adam Sandler|Kevin James|Chris Rock|David Spade|Salma Hayek,Dennis Dugan,100,Comedy,806,5.9,2013,74882668.22,231185521.8
109439,tt1951261,1.439458,103000000,362000072,The Hangover Part III,Bradley Cooper|Ed Helms|Zach Galifianakis|Justin Bartha|Ken Jeong,Todd Phillips,100,Comedy,2010,6,2013,96411435.33,338844141.1
49519,tt0481499,1.432796,135000000,585178928,The Croods,Nicolas Cage|Emma Stone|Ryan Reynolds|Catherine Keener|Cloris Leachman,Kirk De Micco|Chris Sanders,98,Adventure,1755,6.8,2013,126364502.6,547746993.9
204082,tt2312718,1.419386,22000000,43058898,Homefront,Jason Statham|James Franco|Izabela Vidovic|Winona Ryder|Rachelle Lefevre,Gary Fleder,100,Action,618,6.4,2013,20592733.76,40304564.66
107846,tt1211956,1.41459,50000000,122915111,Escape Plan,Sylvester Stallone|Arnold Schwarzenegger|Jim Caviezel|Vinnie Jones|50 Cent,Mikael H?fstr?m,115,Action,1114,6.7,2013,46801667.64,115052643.5
133805,tt1939659,1.412233,30000000,82394288,Carrie,Chlo? Grace Moretz|Julianne Moore|Judy Greer|Alex Russell|Portia Doubleday,Kimberly Peirce,100,Drama,897,5.8,2013,28081000.58,77123801.64
109424,tt1535109,1.40572,55000000,95000000,Captain Phillips,Tom Hanks|Catherine Keener|Max Martini|Chris Mulkey|Yul Vazquez,Paul Greengrass,134,Action,1729,7.7,2013,51481834.4,88923168.51
109091,tt2193215,1.388168,25000000,71009334,The Counselor,Michael Fassbender|Cameron Diaz|Javier Bardem|Goran Visnjic|Pen?lope Cruz,Ridley Scott,117,Thriller,497,4.9,2013,23400833.82,66467104.98
117251,tt2334879,1.375772,150000000,205366737,White House Down,Channing Tatum|Jamie Foxx|Joey King|Maggie Gyllenhaal|Richard Jenkins,Roland Emmerich,131,Action,1371,6.4,2013,140405002.9,192230115.4
198277,tt1980929,1.366699,8000000,63464861,Begin Again,Mark Ruffalo|Keira Knightley|Adam Levine|Hailee Steinfeld|Catherine Keener,John Carney,104,Comedy,880,7.2,2013,7488266.822,59405226.62
87567,tt1931435,1.363563,35000000,21819348,The Big Wedding,Robert De Niro|Diane Keaton|Katherine Heigl|Amanda Seyfried|Topher Grace,Justin Zackham,90,Comedy,283,5.6,2013,32761167.35,20423637.46
209189,tt1663207,1.358934,12000000,1456675,Life of Crime,John Hawkes|Mos Def|Jennifer Aniston|Tim Robbins|Isla Fisher,Daniel Schechter,94,Comedy,94,5.6,2013,11232400.23,1363496.384
81005,tt1351685,1.3317,195000000,197687603,Jack the Giant Slayer,Nicholas Hoult|Eleanor Tomlinson|Ewan McGregor|Stanley Tucci|Ian McShane,Bryan Singer,114,Action,2186,5.5,2013,182526503.8,185042189.8
146238,tt2364841,1.321896,30000000,62616646,Runner Runner,Ben Affleck|Gemma Arterton|Justin Timberlake|Anthony Mackie|David Costabile,Brad Furman,91,Crime,413,5.5,2013,28081000.58,58611269.09
70074,tt1308729,1.319947,55000000,9489829,Bullet to the Head,Sylvester Stallone|Sung Kang|Sarah Shahi|Adewale Akinnuoye-Agbaje|Jason Momoa,Walter Hill,92,Action,347,5.2,2013,51481834.4,8882796.456
212716,tt1486834,1.316881,11000000,7847000,What If,Daniel Radcliffe|Zoe Kazan|Rafe Spall|Megan Park|Adam Driver,Michael Dowse,93,Drama,482,6.7,2013,10296366.88,7345053.719
146239,tt2387559,1.30454,26000000,51164106,Delivery Man,Vince Vaughn|Cobie Smulders|Chris Pratt|Britt Robertson|Jack Reynor,Ken Scott,105,Comedy,377,6.1,2013,24336867.17,47891309.68
109414,tt1245492,1.302011,32000000,126041322,This Is the End,James Franco|Jonah Hill|Seth Rogen|Jay Baruchel|Danny McBride,Seth Rogen|Evan Goldberg,107,Action,1687,6.2,2013,29953067.29,117978881.2
208134,tt3063516,1.291008,15000000,151831537,Jackass Presents: Bad Grandpa,Johnny Knoxville|Jackson Nicoll|Georgina Cates|Spike Jonze|Catherine Keener,Jeff Tremaine,92,Comedy,496,6.1,2013,14040500.29,142119382.6
119283,tt1904996,1.290891,35000000,46216641,Parker,"Jason Statham|Jennifer Lopez|Nick Nolte|Michael Chiklis|Clifton Collins, Jr.",Taylor Hackford,118,Action,1196,5.6,2013,32761167.35,43260317.43
82700,tt1815862,1.28446,130000000,243843127,After Earth,Jaden Smith|Will Smith|Sophie Okonedo|Zo? Kravitz|Glenn Morshower,M. Night Shyamalan,100,Science Fiction,1792,5.1,2013,121684335.9,228245299.7
136795,tt2404463,1.275381,43000000,158674180,The Heat,Sandra Bullock|Melissa McCarthy|Demi?n Bichir|Michael Rapaport|Taran Killam,Paul Feig,117,Action,1166,6.6,2013,40249434.17,148524324.7
140823,tt2140373,1.261132,35000000,112544580,Saving Mr. Banks,Emma Thompson|Tom Hanks|Paul Giamatti|Colin Farrell|Ruth Wilson,John Lee Hancock,125,Comedy,811,7.3,2013,32761167.35,105345480.6
59859,tt1650554,1.251506,28000000,29000000,Kick-Ass 2,Aaron Taylor-Johnson|Chlo? Grace Moretz|Christopher Mintz-Plasse|Clark Duke|Jim Carrey,Jeff Wadlow,103,Action,1479,6.3,2013,26208933.88,27144967.23
157547,tt2388715,1.227417,5000000,44030246,Oculus,Katee Sackhoff|Karen Gillan|Brenton Thwaites|James Lafferty|Rory Cochrane,Mike Flanagan,104,Horror,665,6.2,2013,4680166.764,41213778.79
57201,tt1210819,1.21451,255000000,89289910,The Lone Ranger,Johnny Depp|Armie Hammer|William Fichtner|Helena Bonham Carter|James Badge Dale,Gore Verbinski,149,Action,1607,6,2013,238688504.9,83578333.82
82682,tt1321870,1.212556,60000000,105200903,Gangster Squad,Sean Penn|Ryan Gosling|Emma Stone|Josh Brolin|Nick Nolte,Ruben Fleischer,113,Crime,1352,6.1,2013,56162001.16,98471553.95
109431,tt2024432,1.200825,35000000,173965010,Identity Thief,Jason Bateman|Melissa McCarthy|Jon Favreau|Amanda Peet|T.I.,Seth Gordon,111,Comedy,1361,5.6,2013,32761167.35,162837051.6
86825,tt1682180,1.188033,12000000,12077441,Stoker,Mia Wasikowska|Nicole Kidman|Matthew Goode|Dermot Mulroney|Jacki Weaver,Chan-wook Park,99,Drama,594,6.3,2013,11232400.23,11304887.59
152747,tt2017038,1.134425,9000000,6108720,All Is Lost,Robert Redford,J.C. Chandor,106,Action,463,6.5,2013,8424300.175,5717965.663
76617,tt1572315,1.120621,20000000,47241945,Texas Chainsaw 3D,Alexandra Daddario|Dan Yeager|Bill Moseley|Marilyn Burns|Tania Raymonde,John Luessenhop,92,Horror,302,5.4,2013,18720667.05,44220036.17
157386,tt1714206,1.116296,2500000,6854611,The Spectacular Now,Miles Teller|Shailene Woodley|Brie Larson|Dayo Okeniyi|Masam Holden,James Ponsoldt,95,Comedy,669,6.8,2013,2340083.382,6416144.516
68727,tt1924429,1.114792,20000000,24261569,Trance,James McAvoy|Vincent Cassel|Rosario Dawson|Matt Cross|Danny Sapani,Danny Boyle,101,Thriller,666,6.4,2013,18720667.05,22709637.77
109443,tt1229340,1.108437,50000000,173649015,Anchorman 2: The Legend Continues,Will Ferrell|Steve Carell|Paul Rudd|Christina Applegate|David Koechner,Adam McKay,119,Comedy,639,6,2013,46801667.64,162541269.7
68728,tt1623205,1.094958,200000000,491868548,Oz: The Great and Powerful,James Franco|Mila Kunis|Rachel Weisz|Michelle Williams|Zach Braff,Sam Raimi,130,Fantasy,2855,5.6,2013,187206670.5,460405366.1
77950,tt1860353,1.089268,135000000,282570682,Turbo,Ryan Reynolds|Paul Giamatti|Michael Pe?a|Samuel L. Jackson|Luis Guzm?n,David Soren,96,Animation,805,6.1,2013,126364502.6,264495582.9
136418,tt1893256,1.078745,20000000,8352885,Redemption,Jason Statham|Agata Buzek|Vicky McClure|Lee Asquith-Coe|Benedict Wong,Steven Knight,100,Action,415,5.7,2013,18720667.05,7818578.952
134374,tt1980209,1.07557,25000000,86175291,Pain & Gain,Mark Wahlberg|Dwayne Johnson|Anthony Mackie|Tony Shalhoub|Ed Harris,Michael Bay,130,Thriller,1143,6.1,2013,23400833.82,80662946.56
72710,tt1517260,1.06549,44000000,63327201,The Host,Saoirse Ronan|Diane Kruger|Jake Abel|William Hurt|Frances Fisher,Andrew Niccol,125,Action,1399,6,2013,41185467.52,59276372.27
87516,tt1321511,1.064357,30000000,4861022,Oldboy,Josh Brolin|Elizabeth Olsen|Samuel L. Jackson|Sharlto Copley|Lance Reddick,Spike Lee,104,Drama,403,6,2013,28081000.58,4550078.72
130150,tt1967545,1.055997,18000000,20275812,Labor Day,Josh Brolin|Kate Winslet|Gattlin Griffith|Tobey Maguire|Tom Lipinski,Jason Reitman,111,Drama,189,6.6,2013,16848600.35,18978836.29
132232,tt2023587,1.054366,15000000,146497771,Mama,Jessica Chastain|Nikolaj Coster-Waldau|Megan Charpentier|Isabelle N?lisse|Daniel Kash,Andy Muschietti,100,Horror,931,6,2013,14040500.29,137126799.8
169881,tt2101473,1.047604,32000000,57284237,The Physician,Tom Payne|Ben Kingsley|Stellan Skarsg?rd|Olivier Martinez|Emma Rigby,Philipp St?lzl,155,Adventure,253,7.2,2013,29953067.29,53619956.42
144340,tt1814621,1.047374,13000000,18000000,Admission,Tina Fey|Paul Rudd|Ann Harada|Ben Levin|Dan Levy,Paul Weitz,107,Comedy,230,5.4,2013,12168433.59,16848600.35
132363,tt1327773,1.031715,25000000,115922175,The Butler,Forest Whitaker|David Banner|Michael Rainey Jr.|LaJessie Smith|Mariah Carey,Lee Daniels,132,Drama,724,7.2,2013,23400833.82,108507022.1
87818,tt1333125,1.020237,6000000,32438988,Movie 43,Dennis Quaid|Greg Kinnear|Common|Charlie Saxton|Will Sasso,Steven Brill|Elizabeth Banks|Steve Carr|Rusty Cundieff|James Duffy|Griffin Dunne|Peter Farrelly|Patrik Forsberg|James Gunn|Brett Ratner|Will Graham|Jonathan van Tulleken,90,Comedy,564,4.4,2013,5616200.116,30363974.7
107811,tt1711425,1.010837,13000000,48065672,21 & Over,Miles Teller|Skylar Astin|Justin Chon|Sarah Wright|Jonathan Keltz,Scott Moore|Jon Lucas,93,Comedy,594,5.7,2013,12168433.59,44991072.11
68179,tt0765446,1.002527,40000000,74597643,Escape from Planet Earth,Brendan Fraser|Rob Corddry|Ricky Gervais|Jessica Alba|Sarah Jessica Parker,Callan Brunker,89,Animation,242,5.8,2013,37441334.11,69825881.88
64807,tt1661382,0.983805,40000000,44907260,Grudge Match,Robert De Niro|Sylvester Stallone|Alan Arkin|Jon Bernthal|Kevin Hart,Peter Segal,113,Comedy,280,6,2013,37441334.11,42034693.14
205601,tt2404181,0.976612,10900000,16505460,Belle,Gugu Mbatha-Raw|Tom Wilkinson|Miranda Richardson|Penelope Wilton|Emily Watson,Amma Asante,105,Drama,138,7.1,2013,10202763.54,15449661.06
106747,tt2002718,0.968034,12000000,15008161,Machete Kills,Danny Trejo|Mel Gibson|Amber Heard|Michelle Rodriguez|Sof?a Vergara,Robert Rodriguez,107,Action,399,5.2,2013,11232400.23,14048139.26
112949,tt1702439,0.96795,28000000,97594140,Safe Haven,Julianne Hough|Josh Duhamel|Cobie Smulders|David Lyons|Mike Pniewski,Lasse Hallstr?m,115,Romance,591,6.8,2013,26208933.88,91351370.07
209403,tt2170299,0.941711,9500000,7800000,Bad Words,Jason Bateman|Kathryn Hahn|Allison Janney|Philip Baker Hall|Rohan Chand,Jason Bateman,88,Comedy,227,6.2,2013,8892316.851,7301060.151
96936,tt2132285,0.939402,15000000,19145732,The Bling Ring,Emma Watson|Israel Broussard|Taissa Farmiga|Katie Chang|Claire Julien,Sofia Coppola,90,Drama,714,5.3,2013,14040500.29,17921043.71
169209,tt2171867,0.937954,11000000,3639345,Empire State,Liam Hemsworth|Dwayne Johnson|Emma Roberts|Nikki Reed|Lydia Hull,Dito Montiel,94,Action,157,5,2013,10296366.88,3406548.302
119675,tt1291580,0.934716,23000000,15600000,Behind the Candelabra,Michael Douglas|Matt Damon|Rob Lowe|Dan Aykroyd|Scott Bakula,Steven Soderbergh,118,Drama,209,6.6,2013,21528767.11,14602120.3
109451,tt1985966,0.932599,78000000,248384621,Cloudy with a Chance of Meatballs 2,Bill Hader|Anna Faris|James Caan|Will Forte|Andy Samberg,Cody Cameron|Kris Pearn,95,Animation,637,6.4,2013,73010601.51,232496289.6
160588,tt2334873,0.92639,18000000,97505481,Blue Jasmine,Cate Blanchett|Alec Baldwin|Sally Hawkins|Bobby Cannavale|Louis C.K.,Woody Allen,98,Comedy,680,6.9,2013,16848600.35,91268382.29
192145,tt2343793,0.921438,28000000,1021398,Third Person,Liam Neeson|Mila Kunis|James Franco|Olivia Wilde|Adrien Brody,Paul Haggis,137,Drama,146,5.6,2013,26208933.88,956062.5944
139038,tt2243537,0.892455,2500000,60141683,A Haunted House,Marlon Wayans|Essence Atkins|Nick Swardson|Cedric the Entertainer|David Koechner,Michael Tiddes,86,Comedy,345,5.5,2013,2340083.382,56294621.18
77987,tt1602613,0.890458,4800000,10337387,Only God Forgives,Ryan Gosling|Kristin Scott Thomas|Gordon Brown|Tom Burke|Vithaya Pansringarm,Nicolas Winding Refn,90,Drama,562,5.3,2013,4492960.093,9676139.012
109421,tt2053463,0.886993,30000000,63372757,Side Effects,Rooney Mara|Jude Law|Channing Tatum|Catherine Zeta-Jones|Vinessa Shaw,Steven Soderbergh,106,Thriller,987,6.3,2013,28081000.58,59319014.21
152742,tt1924396,0.873688,13500000,19255873,La migliore offerta,Geoffrey Rush|Jim Sturgess|Sylvia Hoeks|Donald Sutherland|Maximilian Dirr,Giuseppe Tornatore,124,Drama,389,7.7,2013,12636450.26,18024139.36
124459,tt0790628,0.869067,30000000,27437881,The Incredible Burt Wonderstone,Steve Carell|Jim Carrey|Steve Buscemi|Olivia Wilde|James Gandolfini,Don Scardino,100,Comedy,587,5.2,2013,28081000.58,25682771.74
103731,tt1935179,0.864697,10000000,21587700,Mud,Matthew McConaughey|Tye Sheridan|Jacob Lofland|Sam Shepard|Reese Witherspoon,Jeff Nichols,130,Drama,739,6.9,2013,9360333.527,20206807.21
111190,tt2103267,0.860381,16000000,318982,Adore,Naomi Watts|Robin Wright|Xavier Samuel|James Frecheville|Ben Mendelsohn,Anne Fontaine,100,Drama,185,6.2,2013,14976533.64,298577.7909
127560,tt2058107,0.859276,18000000,22309223,The Railway Man,Jeremy Irvine|Colin Firth|Stellan Skarsg?rd|Michael MacKenzie|Nicole Kidman,Jonathan Teplitzky,116,Drama,181,6.6,2013,16848600.35,20882176.8
98357,tt1235522,0.844466,56000000,19701164,Broken City,Mark Wahlberg|Russell Crowe|Catherine Zeta-Jones|Jeffrey Wright|Barry Pepper,Allen Hughes,109,Thriller,438,5.7,2013,52417867.75,18440946.59
77951,tt1762399,0.816581,80000000,126546518,Walking With Dinosaurs,Charlie Rowe|Justin Long|Karl Urban|Angourie Rice|John Leguizamo,Neil Nightingale|Barry Cook,87,Animation,92,5,2013,74882668.22,118451761.5
123109,tt1763264,0.799645,2900000,74918,No One Lives,Luke Evans|Adelaide Clemens|Lee Tergesen|Derek Magyar|America Olivo,Ry?hei Kitamura,86,Horror,83,5.3,2013,2714496.723,70125.74672
93828,tt1684233,0.794369,8500000,9747,Welcome to the Punch,James McAvoy|Mark Strong|David Morrissey|Peter Mullan|Daniel Mays,Eran Creevy,99,Action,198,5.5,2013,7956283.498,9123.517089
109491,tt1559547,0.787443,60000000,60052138,Beautiful Creatures,Alden Ehrenreich|Alice Englert|Jeremy Irons|Viola Davis|Emmy Rossum,Richard LaGravenese,124,Fantasy,650,5.5,2013,56162001.16,56210804.07
